rowid,mpl_hostname,mpl_letter,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_dens,mpl_orbincl,ra,dec,mst_teff,mst_mass,mst_rad,hd_name,mpl_name,mpl_eqt,mpl_masse,mpl_rade,mpl_status,mpl_mnum,rowupdate,mst_lum
89,HAT-P-39,b,Transit,1,3.54387,0.0509,0,0.19,87,113.758247,17.830082,6430,1.404,1.62,,HAT-P-39 b,1140,190.372,17.609,3,0,14/05/14,0.607
90,HAT-P-4,b,Transit,1,3.0565114,,0,,89.67,229.991354,36.229664,,1.26,1.6,,HAT-P-4 b,1171,216.12,14.93,3,0,26/02/15,
91,HAT-P-4,b,Transit,1,3.056536,0.04438,0,0.403,89.91,229.991354,36.229664,5860,,,,HAT-P-4 b,1180,213.255,14.28,3,0,14/05/14,0.431
92,HAT-P-40,b,Transit,1,4.457243,0.0608,0,0.15,88.3,335.512861,45.457378,6080,1.512,2.21,,HAT-P-40 b,1184,195.457,19.392,3,0,14/05/14,0.778
93,HAT-P-41,b,Transit,1,2.694047,0.0426,0,0.2,87.7,297.322651,4.672421,6390,1.418,1.68,,HAT-P-41 b,1192,254.253,18.887,3,0,14/05/14,0.628
94,HAT-P-42,b,Transit,1,4.641878,0.0575,0,0.61,85.9,135.344391,6.09723,5743,1.178,1.53,,HAT-P-42 b,1200,331.801,14.348,3,0,14/05/14,0.356
95,HAT-P-43,b,Transit,1,3.332687,0.0443,0,0.39,88.7,128.925737,10.206653,5645,1.048,1.1,,HAT-P-43 b,1202,210.395,14.359,3,0,14/05/14,0.045
96,HAT-P-44,b,Transit,2,4.301219,0.0507,0.044,0.23,89.1,213.144074,47.014687,5295,0.942,0.95,,HAT-P-44 b,1216,111.871,13.922,3,0,14/05/14,-0.194
97,HAT-P-45,b,Transit,1,3.128992,0.0452,0.049,0.38,87.8,274.373238,-3.381036,6330,1.259,1.32,,HAT-P-45 b,1218,283.492,15.984,3,0,14/05/14,0.4
98,HAT-P-46,b,Transit,1,4.463129,0.0577,0.123,0.28,85.5,270.444201,-2.970947,6120,1.284,1.4,,HAT-P-46 b,1230,156.684,14.392,3,0,14/05/14,0.391
99,HAT-P-49,b,Transit,1,2.691548,0.0438,0,0.75,86.2,305.441397,26.692652,6820,1.543,1.83,,HAT-P-49 b,1244,549.823,15.838,3,0,14/05/14,0.814
100,HAT-P-5,b,Transit,1,2.788491,0.04075,0,0.66,86.75,274.405476,36.62141,5960,1.16,1.17,,HAT-P-5 b,1244,336.89,14.12,3,0,14/05/14,0.187
101,HAT-P-50,b,Transit,1,3.1220109,0.0453,0.115,0.78,83.65,118.063411,12.13941,6280,1.273,1.7,,HAT-P-50 b,1250,429.0705,14.437,3,0,19/11/15,0.603
102,HAT-P-51,b,Transit,1,4.2180278,0.05069,0.123,0.178,88.48,21.06519,32.810764,5449,0.976,1.04,,HAT-P-51 b,1250,98.20947,14.493,3,0,19/11/15,-0.066
103,HAT-P-52,b,Transit,1,2.7535953,0.03694,0.047,0.98,87.02,42.721679,29.022396,5131,0.887,0.89,,HAT-P-52 b,1250,259.98494,11.31,3,0,19/11/15,-0.305
104,HAT-P-53,b,Transit,1,1.9616241,0.03159,0.134,0.8,86.2,21.871105,38.968147,5956,1.093,1.21,,HAT-P-53 b,1251,471.65972,14.773,3,0,19/11/15,0.217
105,HAT-P-54,b,Transit,1,3.799847,0.04117,0.074,1.118,87.04,99.898,25.48254,4390,0.645,0.62,,HAT-P-54 b,1260,241.5508,10.581,3,0,24/04/15,-0.902
106,HAT-P-55,b,Transit,1,3.5852467,0.04604,0.139,0.435,87.7,264.273447,25.731186,5808,1.013,1.01,,HAT-P-55 b,1270,184.97706,13.249,3,0,17/06/15,
107,HAT-P-56,b,Transit,1,2.7908327,0.0423,0.246,0.86,82.13,100.848038,27.252293,6566,1.296,1.43,,HAT-P-56 b,1271,692.8694,16.432,3,0,23/07/15,
108,HAT-P-57,b,Transit,1,2.465295,0.0406,0,,88.26,274.743421,10.597294,7500,1.47,1.5,,HAT-P-57 b,1276,587.9855,15.838,3,0,05/11/15,0.806
109,HAT-P-6,b,Transit,1,3.852985,0.05235,0,0.558,85.51,354.774222,42.465973,6570,1.29,1.46,,HAT-P-6 b,1280,335.932,14.908,3,0,14/05/14,0.553
110,HAT-P-7,b,Transit,1,2.2047304,0.032,0.039,,80.8,292.24731,47.969513,,,,,HAT-P-7 b,1283,564.442,15.278,3,0,16/05/14,
