pdes,a,e,M,per
"2003 L1",6.697938737501532,.2520520162267936,2.514949624122786,17.334844838368
"2003 L2",154.4044215024275,.9814461231044116,359.9362031488871,1918.65902626779
"2003 QX29",8.025492874593112,.4717914141139498,12.56299931480208,22.7360896219056
"2003 R1",19.70232857640934,.8933178900261248,1.187672854124579,87.454978745032
"2003 S4-A",36.92953762223349,.8950980247173976,.5672512685463867,224.42384945919
"2003 S4-B",40.00968422595836,.9040799923798569,.532869729214511,253.078870714312
"2003 SQ215",5.50584658927542,.581495928767054,351.2859824470792,12.9194600051346
"2003 T2",6447.675824763704,.9997229463097832,2.850304131209867E-5,517741.518580054
"2003 T3",5732.152019156644,.999741619586288,.0002180169919405401,433995.025488907
"2003 T12",2.571095543490529,.7764221762630051,3.716745340145257,4.12273600067484
"2003 U1",22.89423024194806,.9215647483541063,.01441538825832026,109.546188475598
"2003 V1",602.9834361905533,.9970427994380671,.02055650240471503,14806.9727036149
"2003 W1",25.15922969014187,.9343217208389496,.2072633501494274,126.198505633563
"2004 A1",7.897356230530399,.3083070661908868,.4920692925552596,22.1937553786839
"2004 C1",11.56864569017353,.6231700094516652,8.600747221183529,39.3488444145015
"2004 DO29",7.465536942695564,.4515129906968348,351.1727766956672,20.3985724620629
"2004 DZ61",45.78564026778636,.956027036777287,359.7873026494848,309.814785390174
"2004 F2",151.6076572103011,.9905648389686038,.0682970823163072,1866.76610703672
"2004 F4",238.178977574906,.9992935316580113,.01204182313999831,3675.89707139858
"2004 FY140",4.952352882093621,.1708705665826946,351.8766204760973,11.0211160819946
"2004 G1",1631.335981384561,.9992630729581412,359.9992398037029,65890.5791998264
"2004 HV60",49.45552906845233,.9379979377901467,.3849470203998444,347.800723131556
"2004 K1",1818.640452647258,.9981309405053096,359.9992743234849,77558.3342136601
"2004 K3",57.98955250419395,.9809732710525053,359.9565732571667,441.603837110724
"2004 L1",858.2817864622899,.9976145206970748,359.99721272495,25145.0814657266
"2004 L2",789.7242174774907,.9952152553380186,359.9993293140828,22193.2745880895
"2004 P1",8056.528863815793,.9992535527626386,.000540091243406132,723152.93522137
"2004 Q1",186.7827714369078,.9890422148442717,.0008242475442512532,2552.78021272402
"2004 Q2",2403.324862711654,.9994985940627301,.0005110316957791374,117822.143983611
"2004 R3",3.83686508210991,.441870229165733,16.85420015187258,7.51576157613259
"2004 RG113",700.3775276967579,.9972266973372964,359.9988983435077,18535.5939309006
"2004 T1",3.472261458762341,.5076474282923256,359.8826203474193,6.4703359715982
"2004 T3",5616.523307855215,.9984217287714151,.001563384109598016,420929.68127094
"2004 U1",3613.371438757166,.9992640333558964,.001571097283500518,217208.648521242
"2004 V3",7.11316752326568,.4463367582522231,2.735735547442129,18.9715475072695
"2004 V5-A",7.950474393839813,.4452088464437856,.01181984367399063,22.4180465714586
"2004 V5-B",7.950934061463467,.4452347455436068,359.6922906693662,22.419990794903
"2004 WR9",6.06163536800732,.6837159281532069,358.9102767408819,14.9242637187282
"2004 X2",1447.311819747278,.997379222302196,.002553806666608015,55061.92183478
"2004 YJ35",13217.83159170482,.9998652425012391,359.999980445078,1519667.31793624
"2005 E1",7.225138589342865,.3847010730829723,.399497636464332,19.4212632565902
"2005 G1",18751.75667835953,.9997354488781414,359.9999254350598,2567858.80856874
"2005 GF8",5.861863228679147,.5173023922910023,352.8772197037753,14.1925921889989
"2005 H1",46.25686324939289,.8969112517769099,.6625399368911405,314.609962621555
"2005 JN",3.497823467661401,.3493726982627097,353.4816255253082,6.54191704995691
"2005 J1",3.566446585890632,.5709607155587609,6.832961660432015,6.73537512001356
"2005 JD108",6.443388348223723,.3747266543321887,10.81436446936858,16.3560964692665
"2005 L1",3.974456939209385,.2092407242251397,339.2159200022481,7.92364292988624
"2005 L3",13392.59066458089,.9995823345891828,.0001562194238223441,1549905.05582363
"2005 N1",729.4551044469075,.998457139748928,.003099615077453697,19701.8066993497
"2005 N4",58.55542621011504,.960656654330444,.02507491782440203,448.083469008089
"2005 N5",28.6874217129106,.9432713407932722,.162407019053725,153.654569022202
"2005 O1",50.94415898303273,.9295128118254572,.2321152074890765,363.621704129435
"2005 O2",23.70667354472577,.8593823365290151,.1328175457927494,115.428786812491
"2005 P3",42.79125038665939,.9877130951887511,.09596267086199345,279.924343148295
"2005 R1",5.50376867148579,.6280590302207365,.9613631538068224,12.912146949198
"2005 R4",2066.996318577619,.9974898490935762,359.9997481271907,93976.1733724557
"2005 S2",7.964647120113971,.1966759305131237,346.9102288162079,22.4780177837505
"2005 S3",4.902708761511762,.4202513228874852,353.9417980630896,10.8558127914828
"2005 S4",5693.505568792136,.9989724944205564,359.9998998681388,429613.407919105
"2005 SB216",7.113120790013903,.4632081004615741,7.985025891152072,18.9713605440115
"2005 T2",3.825205346290136,.4219402206570256,25.25304738897918,7.48152847824658
"2005 T3",7.508577988856703,.174066228108272,356.0921315819737,20.5752322536998
"2005 T4",9.316671999615354,.9302970589572455,.4665978145334984,28.4380236731992
"2005 T5",7.254579443400196,.5524475979900219,359.7718088995169,19.5400901780022
"2005 W2",18.97887059360107,.8244562759020458,358.8270626314244,82.6825284835728
"2005 W3",6.40784676089575,.5305162999174451,6.683117545261688,16.2209534617774
"2005 W4",3.044158201377876,.9822675576068547,93.80719760455382,5.31140025341159
"2005 X1",689.0214146061786,.9958459138301063,.01003959228749905,18086.6144997209
"2005 XA54",6.133054477482365,.7101497213234979,.07101025867219068,15.1887990308401
"2005 YW",190.4304141392194,.9895341773528563,359.9955558503502,2627.92320674481
"2005 Y2",6.297442559664529,.467141987174565,53.35585242669814,15.8035452617031
"2006 A1",2365.203591179088,.9997651805115564,.0002469291509949923,115029.967440635
"2006 A2",3842.614046632679,.9986165776116271,.001244986069843377,238203.616724326
"2006 B1",1340.279335534565,.9977634579727875,.003223624309496487,49068.3195376902
"2006 CK10",216.3153117048147,.9918999288969116,359.9878314911963,3181.55250543806
"2006 D1",5.556543044243771,.6594600653250364,9.329919261364985,13.0983088545432
"2006 F1",4.708886826359565,.1243843461724506,301.7143599980866,10.2184631080899
"2006 F2",12.3241172067572,.6513758601067797,.01297346049768967,43.2655204402567
"2006 F4",3.529653180549439,.3370836608387048,357.5401626499302,6.6314157070817
"2006 H1",5.68428411554105,.5815691838471712,7.898783525615506,13.5525765101407
"2006 HR30",7.817536442333763,.8431183899257025,357.4621264236912,21.8581334897653
"2006 K4",1818.424976210752,.99824649457834,359.997682870108,77544.550704315
"2006 L1",550.7769112074421,.9973454400139782,.004193552739538717,12926.2273907041
"2006 M1",153.6720342777631,.9768585136447149,359.973653672976,1905.02405032502
"2006 O2",424.4728951191797,.9963371278047892,359.9965730950604,8745.46986015457
"2006 Q1",6885.584947845464,.9995986231476817,.0003970011860487245,571372.669779997
"2006 R1",5.613819866762106,.7023280819046082,.6910727083880095,13.3013558401043
"2006 S1",3.496169675053849,.6112022864491333,5.249329251805686,6.53727801003559
"2006 S4",6.236729119959189,.5080788554528548,8.563245404789031,15.5755547901749
"2006 S5",97.43002642258213,.9730018145306311,359.9715590539002,961.717309448363
"2006 U6",1931.013662716484,.9987061728793264,359.999239487954,84856.7163592631
"2006 U7",11.9824823214513,.6306666127837804,356.83851228833,41.4790114636709
"2006 V1",257.6478711033521,.989617976818166,359.9486358811816,4135.69059001823
"2006 W1",5.799453037545093,.7069120438227606,18.64611023166835,13.9665376432066
