# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  5 05:27:31 2016
#
# COLUMN mpl_hostname:   Host Name
# COLUMN mpl_letter:     Planet Letter
# COLUMN mpl_discmethod: Discovery Method
# COLUMN mpl_pnum:       Number of Planets in System
# COLUMN mpl_orbper:     Orbital Period [days]
# COLUMN mpl_orbsmax:    Orbit Semi-Major Axis [AU]
# COLUMN mpl_orbeccen:   Eccentricity
# COLUMN mpl_dens:       Planet Density [g/cm**3]
# COLUMN mpl_orbincl:    Inclination [deg]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN mst_teff:       Effective Temperature [K]
# COLUMN mst_mass:       Stellar Mass [Solar mass]
# COLUMN mst_rad:        Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN mpl_name:       Planet Name
# COLUMN mpl_eqt:        Equilibrium Temperature [K]
# COLUMN mpl_masse:      Planet Mass [Earth mass]
# COLUMN mpl_rade:       Planet Radius [Earth radii]
# COLUMN mpl_status:     Status
# COLUMN mpl_mnum:       Number of Moons in System
# COLUMN rowupdate:      Date of Last Update
# COLUMN mst_lum:        Stellar Luminosity [log(Solar)]
#
rowid,mpl_hostname,mpl_letter,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_dens,mpl_orbincl,ra,dec,mst_teff,mst_mass,mst_rad,hd_name,mpl_name,mpl_eqt,mpl_masse,mpl_rade,mpl_status,mpl_mnum,rowupdate,mst_lum
380,Kepler-91,b,Transit,1,6.24669600,,0.018000,0.43000,69.170,285.672872,44.116734,,,,,Kepler-91 b,,241.54000,14.572,3,0,2015-02-19,
381,Kepler-91,b,Transit,1,6.24658000,0.072000,0.066000,0.44000,68.500,285.672872,44.116734,4550.00,1.3100,6.30,,Kepler-91 b,,279.68000,15.513,3,0,2014-05-14,1.225
382,Kepler-92,b,Transit,3,13.74893300,,0.170000,,,289.086058,41.562941,,,,,Kepler-92 b,,,3.650,3,0,2015-05-21,
383,Kepler-92,c,Transit,3,26.72311000,,0.040000,,,289.086058,41.562941,,,,,Kepler-92 c,,,2.455,3,0,2015-05-21,
384,Kepler-92,d,Transit,3,49.35680000,,0.070000,,,289.086058,41.562941,,,,,Kepler-92 d,,,2.067,3,0,2015-05-21,
385,Kepler-93,b,Transit,2,4.72673978,0.053000,0.000000,6.88000,89.183,291.418281,38.672354,,,,,Kepler-93 b,1037,4.02000,1.478,3,0,2015-04-16,
386,Lupus-TR-3,b,Transit,1,3.91405000,0.046400,0.000000,1.40000,88.300,232.577571,-42.979908,5000.00,0.8700,0.82,,Lupus-TR-3 b,,257.43100,9.976,3,0,2014-05-14,
387,OGLE-TR-056,b,Transit,1,1.21191890,,0.000000,,82.000,269.147958,-29.539222,5970.00,1.1000,1.12,,OGLE-TR-056 b,,375.03940,13.967,3,0,2016-02-25,
388,OGLE-TR-056,b,Transit,1,1.21191096,0.019420,0.000000,,73.720,269.147958,-29.539222,,1.2280,1.36,,OGLE-TR-056 b,,441.76500,15.446,3,0,2014-05-16,
389,OGLE-TR-056,b,Transit,1,1.21190000,0.022500,0.000000,0.50000,86.000,269.147958,-29.539222,5900.00,1.0400,1.10,,OGLE-TR-056 b,,286.04700,14.572,3,0,2016-02-25,
390,OGLE-TR-10,b,Transit,1,3.10140000,,0.000000,,88.500,267.867708,-29.876361,6220.00,1.2200,1.21,,OGLE-TR-10 b,,209.76780,17.023,3,0,2016-02-25,
391,OGLE-TR-10,b,Transit,1,3.10138600,0.041620,0.000000,0.38000,89.200,267.867708,-29.876361,5750.00,1.0000,1.00,,OGLE-TR-10 b,,181.16310,13.899,3,0,2016-02-04,
392,OGLE-TR-111,b,Transit,1,4.01610000,0.047000,0.000000,0.61000,88.250,163.324625,-61.405639,5070.00,0.8200,0.85,,OGLE-TR-111 b,,168.44990,11.209,3,0,2016-02-11,
393,OGLE-TR-113,b,Transit,1,1.43247580,0.022990,0.000000,1.00000,88.400,163.101667,-61.446806,4800.00,0.7900,0.78,,OGLE-TR-113 b,,343.25640,12.218,3,0,2016-02-25,
394,OGLE-TR-113,b,Transit,1,1.43247570,0.022900,0.000000,1.30000,89.400,163.101667,-61.446806,4750.00,0.7800,0.77,,OGLE-TR-113 b,,419.53560,12.218,3,0,2016-02-25,
395,OGLE-TR-182,b,Transit,1,3.97910000,0.051000,0.000000,,85.700,167.327963,-61.095257,5924.00,1.1400,1.14,,OGLE-TR-182 b,,320.99500,12.666,3,0,2014-05-14,
396,OGLE-TR-211,b,Transit,1,3.67724000,0.051000,0.000000,,87.200,160.059951,-62.455601,6325.00,1.3300,1.64,,OGLE-TR-211 b,,327.35100,15.244,3,0,2014-05-14,
397,PH1,b,Transit,1,138.31700000,0.652000,0.070200,,90.050,298.215108,39.955104,6407.00,1.5280,1.73,,PH1 b,481,169.00000,6.180,3,0,2014-05-14,
398,PH2,b,Transit,1,282.52550000,0.828000,0.410000,,89.830,289.763590,51.962601,5629.00,0.9400,1.00,,PH2 b,281,,10.120,3,0,2014-05-14,-0.102
399,Qatar-1,b,Transit,1,1.42003300,0.023430,0.000000,0.91800,83.470,303.381672,65.162041,4861.00,0.8500,0.82,,Qatar-1 b,,346.42000,13.047,3,0,2014-05-14,
400,Qatar-2,b,Transit,1,1.33711820,0.021490,0.000000,2.20800,88.300,207.655866,-6.804028,4645.00,0.7400,0.71,,Qatar-2 b,1292,790.41000,12.823,3,0,2014-11-05,
401,Qatar-2,b,Transit,1,1.33711647,0.021530,0.000000,1.57300,86.120,207.655866,-6.804028,4645.00,0.7430,0.78,,Qatar-2 b,1344,792.63500,14.056,3,0,2014-11-05,
402,TrES-2,b,Transit,1,2.47063000,0.035560,0.000000,0.77000,83.620,286.808473,49.316402,,,,,TrES-2 b,,381.10000,14.258,3,0,2014-05-14,
403,TrES-2,b,Transit,1,2.47061344,,0.000000,,84.150,286.808473,49.316402,,0.9800,0.94,,TrES-2 b,,380.74400,13.103,3,0,2015-02-26,
404,TrES-2,b,Transit,1,2.47061320,0.036700,0.000200,2.42000,83.865,286.808473,49.316402,,,,,TrES-2 b,1472,457.67520,13.955,3,0,2016-03-31,
405,TrES-3,b,Transit,1,1.30618608,,0.000000,,81.990,268.029265,37.546154,,0.9280,0.82,,TrES-3 b,,607.03000,14.796,3,0,2015-02-26,
406,TrES-3,b,Transit,1,1.30618581,0.022820,0.000000,0.99400,81.850,268.029265,37.546154,5650.00,0.9280,0.83,,TrES-3 b,,607.03000,14.975,3,0,2014-05-14,-0.204
407,TrES-4,b,Transit,1,3.55392460,0.050840,0.000000,0.23000,82.810,268.304354,37.211849,,,,,TrES-4 b,1778,291.45011,19.123,3,0,2016-03-31,
408,TrES-4,b,Transit,1,3.55394500,0.050910,0.000000,0.20900,82.860,268.304354,37.211849,,,,,TrES-4 b,,292.07300,20.165,3,0,2014-05-14,
409,TrES-5,b,Transit,1,1.48224460,0.024460,0.000000,1.25000,84.529,305.221841,59.448788,5171.00,0.8930,0.87,,TrES-5 b,,565.07800,13.552,3,0,2014-05-14,
410,WASP-1,b,Transit,1,2.51994529,0.038890,0.000000,0.34609,88.650,5.166978,31.989990,,,,,WASP-1 b,1812,268.88418,16.242,3,0,2016-03-31,
411,WASP-1,b,Transit,1,2.51995000,0.038200,0.000000,,,5.166978,31.989990,6200.00,1.1500,1.24,,WASP-1 b,,282.86870,21.633,3,0,2016-03-10,
412,WASP-1,b,Transit,1,2.51994490,,0.000000,,88.650,5.166978,31.989990,6110.00,,,,WASP-1 b,,292.00000,16.970,3,0,2014-05-16,
413,WASP-1,b,Transit,1,2.51994540,0.038890,0.000000,0.34800,90.000,5.166978,31.989990,,1.2400,1.47,,WASP-1 b,,271.41500,16.623,3,0,2014-05-14,0.441
414,WASP-10,b,Transit,1,3.10000000,0.038000,0.000000,3.10000,,348.992912,31.462852,4700.00,,,,WASP-10 b,950,1017.00000,12.300,3,0,2015-02-12,
415,WASP-100,b,Transit,1,2.84937500,0.045700,0.000000,0.53000,82.600,68.959728,-64.027039,6900.00,1.5700,,,WASP-100 b,2190,645.17000,18.940,3,0,2014-05-14,
416,WASP-101,b,Transit,1,3.58572200,0.050600,0.000000,0.24000,85.000,98.351102,-23.486210,6400.00,1.3400,1.29,,WASP-101 b,1560,158.91000,15.800,3,0,2014-05-14,
417,WASP-104,b,Transit,1,1.75541370,0.029180,0.000000,1.07400,83.630,160.602432,7.435026,5475.00,1.0760,0.96,,WASP-104 b,1516,404.26300,12.745,3,0,2014-09-25,
418,WASP-106,b,Transit,1,9.28971500,0.091700,0.000000,1.86000,89.490,166.429747,-5.079412,6055.00,1.1920,1.39,,WASP-106 b,1140,611.79700,12.162,3,0,2014-09-25,
419,WASP-11,b,Transit,1,3.72247470,0.043500,0.000000,0.59400,88.600,47.368964,30.673594,4980.00,0.8300,0.79,,WASP-11 b,,154.77700,11.265,3,0,2014-05-14,-0.469
420,WASP-117,b,Transit,1,10.02165000,0.094590,0.302000,0.34450,89.140,36.775432,-50.284519,6038.00,1.1290,1.17,,WASP-117 b,1001,87.55850,11.444,3,0,2014-08-27,
421,WASP-12,b,Transit,1,1.09142119,0.023500,0.044700,0.43400,82.960,97.636640,29.672291,,,,,WASP-12 b,2483,638.83830,20.849,3,0,2016-03-31,
422,WASP-12,b,Transit,1,1.09142300,0.022900,0.049000,0.24000,83.100,97.636640,29.672291,6300.00,1.3500,1.57,,WASP-12 b,,448.00000,20.100,3,0,2014-05-14,
423,WASP-13,b,Transit,1,4.35301100,0.053620,0.000000,0.22200,85.190,140.102976,33.882439,,1.0900,1.56,,WASP-13 b,,151.59900,15.569,3,0,2014-05-14,
424,WASP-135,b,Transit,1,1.40137940,0.024300,0.000000,1.16000,82.000,267.284974,29.879107,5675.00,0.9800,0.96,,WASP-135 b,,603.87700,14.572,3,0,2015-12-03,
425,WASP-14,b,Transit,1,2.24376524,0.037100,0.083000,5.29000,84.630,218.276477,21.894714,6500.00,,,,WASP-14 b,,2466.36080,13.686,3,0,2015-10-29,
426,WASP-14,b,Transit,1,2.24376550,0.037000,0.087000,4.96000,85.300,218.276477,21.894714,6475.00,1.3000,1.32,,WASP-14 b,1872,2412.32970,13.899,3,0,2015-09-03,
427,WASP-14,b,Transit,1,2.24375200,0.036000,0.091000,4.65600,84.320,218.276477,21.894714,6475.00,1.2110,1.31,,WASP-14 b,,2333.00000,14.360,3,0,2014-05-14,
428,WASP-15,b,Transit,1,3.75210000,0.049900,0.087000,,85.960,208.927939,-32.159607,6300.00,1.1800,1.44,,WASP-15 b,,175.12433,15.457,3,0,2016-01-28,
429,WASP-15,b,Transit,1,3.75206560,0.049900,0.000000,0.24700,85.500,208.927939,-32.159607,6300.00,1.1800,1.48,,WASP-15 b,,172.00000,16.010,3,0,2014-05-14,0.490
430,WASP-16,b,Transit,1,3.11860090,0.042100,0.000000,1.10400,85.220,214.683032,-20.275484,5700.00,1.0220,0.95,,WASP-16 b,,272.00000,11.300,3,0,2014-05-14,
431,WASP-17,b,Transit,1,3.73543300,0.050000,0.110000,,86.630,239.962306,-28.061733,6650.00,1.2000,1.58,,WASP-17 b,,143.97699,22.261,3,0,2016-01-28,
432,WASP-17,b,Transit,1,3.73544170,0.051000,0.129000,0.12200,87.800,239.962306,-28.061733,6550.00,1.2000,1.38,,WASP-17 b,,156.00000,19.500,3,0,2014-05-14,
433,WASP-18,b,Transit,1,0.90000000,0.020000,0.000000,10.30000,,24.354311,-45.677887,6400.00,,,,WASP-18 b,2400,3241.70000,14.600,3,0,2015-02-12,
434,WASP-18,b,Transit,1,0.94145290,0.020200,0.008480,,80.600,24.354311,-45.677887,6400.00,1.2400,1.36,,WASP-18 b,,3213.26130,14.202,3,0,2016-01-28,
435,WASP-18,b,Transit,1,0.94145299,0.020260,0.009200,8.78000,86.000,24.354311,-45.677887,6400.00,,,,WASP-18 b,,3314.83000,13.059,3,0,2014-05-14,
436,WASP-19,b,Transit,1,0.78883900,0.016530,0.007700,0.59451,79.540,148.417002,-45.659191,,0.9680,0.99,,WASP-19 b,2058,370.27195,15.424,3,0,2015-10-22,
437,WASP-19,b,Transit,1,0.78884000,0.016550,0.004600,0.58300,79.400,148.417002,-45.659191,,0.9700,0.99,,WASP-19 b,2050,371.21000,15.536,3,0,2014-05-14,
438,WASP-2,b,Transit,1,2.15222540,0.030700,0.070000,,84.730,307.725542,6.429536,5150.00,0.8400,0.82,,WASP-2 b,,275.24078,12.072,3,0,2016-01-28,
439,WASP-20,b,Transit,1,4.89962840,0.060000,0.000000,0.13200,85.560,5.160559,-23.935728,5940.00,1.2000,1.39,,WASP-20 b,1379,98.84100,16.388,3,0,2015-03-05,
440,WASP-21,b,Transit,1,4.32248200,0.052000,0.000000,0.32000,88.750,347.492721,18.396086,,,,,WASP-21 b,,95.34500,11.990,3,0,2014-05-14,
441,WASP-22,b,Transit,1,3.53273130,0.046980,0.000000,0.50300,88.260,52.818043,-23.819702,5958.00,1.1090,1.22,,WASP-22 b,,186.87600,12.980,3,0,2014-05-14,
442,WASP-23,b,Transit,1,2.94442560,0.037600,0.062000,,88.390,101.127587,-42.761826,5150.00,0.7800,0.77,,WASP-23 b,,280.95000,10.783,3,0,2014-05-14,
443,WASP-24,b,Transit,1,2.34121242,0.036510,0.000000,0.64800,83.640,227.215586,2.343304,6075.00,1.1840,1.33,,WASP-24 b,,340.38200,14.571,3,0,2014-05-14,
444,WASP-25,b,Transit,1,3.76482500,0.047300,0.000000,0.42200,88.000,195.359879,-27.522200,5703.00,1.0000,0.92,,WASP-25 b,,184.33400,13.675,3,0,2014-05-14,
445,WASP-26,b,Transit,1,2.75660040,0.039850,0.000000,0.64900,82.910,4.602897,-15.267305,5939.00,1.1110,1.30,,WASP-26 b,,326.71500,14.359,3,0,2014-05-14,
446,WASP-28,b,Transit,1,3.40883000,0.044690,0.000000,0.67600,88.610,353.616152,-1.580064,6150.00,1.0210,1.09,,WASP-28 b,1468,288.26000,13.597,3,0,2015-03-05,
447,WASP-29,b,Transit,1,3.92272700,0.045700,0.030000,0.65000,88.800,357.879538,-39.906719,4800.00,0.8250,0.81,,WASP-29 b,,77.54700,8.878,3,0,2014-05-14,
448,WASP-3,b,Transit,1,1.84683730,,0.000000,,84.150,278.631793,35.661533,,1.2400,1.35,,WASP-3 b,,559.36000,15.524,3,0,2015-02-26,
449,WASP-3,b,Transit,1,1.84683500,0.031510,0.000000,1.03700,84.930,278.631793,35.661533,,,,,WASP-3 b,,559.35700,14.500,3,0,2014-05-14,
450,WASP-31,b,Transit,1,3.40590960,0.046590,0.000000,0.17200,84.410,169.439021,-19.054773,6302.00,1.1630,1.25,,WASP-31 b,,151.91600,17.363,3,0,2014-05-14,
451,WASP-32,b,Transit,1,2.71865900,0.039400,0.018000,2.92600,85.300,3.961682,1.200451,6100.00,1.1000,1.11,,WASP-32 b,,1144.14000,13.227,3,0,2014-05-14,
452,WASP-33,b,Transit,1,1.21987016,0.025900,0.000000,0.86000,86.200,36.712746,37.550484,,,,,WASP-33 b,2723,1042.48240,18.820,3,0,2016-03-31,
453,WASP-34,b,Transit,1,4.31767820,0.052400,0.038000,0.45000,85.200,165.399561,-23.860636,5700.00,1.0100,0.93,,WASP-34 b,1250,187.51000,13.675,3,0,2014-05-14,
454,WASP-35,b,Transit,1,3.16157500,0.043170,0.000000,0.42600,87.960,76.081782,-6.229821,5990.00,1.0700,1.09,,WASP-35 b,,228.82800,14.796,3,0,2014-05-14,
455,WASP-36,b,Transit,1,1.53736423,0.026430,0.000000,1.35300,83.610,131.580405,-8.026946,,,,,WASP-36 b,1724,726.55938,14.359,3,0,2016-03-31,
456,WASP-36,b,Transit,1,1.53736530,0.026430,0.000000,1.45800,83.610,131.580405,-8.026946,5959.00,1.0400,0.95,,WASP-36 b,,731.93200,14.359,3,0,2014-05-14,
457,WASP-37,b,Transit,1,3.57746900,0.044600,0.000000,1.53000,88.820,221.943987,1.064966,5800.00,0.9250,1.00,,WASP-37 b,,572.07000,13.002,3,0,2014-05-14,-0.021
458,WASP-38,b,Transit,1,6.90000000,0.076000,0.000000,2.10000,,243.959845,10.032566,6200.00,,,,WASP-38 b,1250,858.10000,12.300,3,0,2015-02-12,
459,WASP-38,b,Transit,1,6.87181500,0.075220,0.031400,2.74000,88.690,243.959845,10.032566,6150.00,1.2030,1.33,,WASP-38 b,,855.24500,12.263,3,0,2014-05-14,
460,WASP-39,b,Transit,1,4.05525900,0.048600,0.000000,0.18600,87.830,217.326702,-3.444534,5400.00,0.9300,0.90,,WASP-39 b,,88.98900,14.235,3,0,2014-05-14,
461,WASP-4,b,Transit,1,1.33823187,0.023120,0.000000,0.77400,88.800,353.562841,-42.061428,,,,,WASP-4 b,,393.13900,15.838,3,0,2014-05-14,
462,WASP-4,b,Transit,1,1.33822990,0.023200,0.018200,,89.470,353.562841,-42.061428,5500.00,0.9300,0.90,,WASP-4 b,,397.28750,15.031,3,0,2016-01-28,
463,WASP-4,b,Transit,1,1.33823251,,0.000000,,86.850,353.562841,-42.061428,5436.00,0.8900,0.92,,WASP-4 b,1664,386.48128,14.908,3,0,2015-08-27,
464,WASP-41,b,Transit,2,3.05240100,0.040200,0.000000,0.66500,87.700,190.618736,-30.639870,5450.00,0.9300,0.90,,WASP-41 b,,292.39100,13.451,3,0,2014-05-14,
465,WASP-41,b,Transit,2,3.05240400,0.040000,0.026000,0.74000,89.400,190.618736,-30.639870,5545.00,0.9300,0.87,,WASP-41 b,1244,298.76020,13.227,3,0,2015-10-15,
466,WASP-42,b,Transit,1,4.98168720,0.054800,0.060000,0.52800,88.250,192.981545,-42.073608,5200.00,0.8840,0.86,,WASP-42 b,,158.90800,12.106,3,0,2014-05-14,
467,WASP-43,b,Transit,1,0.80000000,0.014000,0.000000,2.90000,,154.908372,-9.806276,4400.00,,,,WASP-43 b,1350,572.10000,10.420,3,0,2015-02-12,
468,WASP-43,b,Transit,1,0.81347500,0.014200,0.000000,2.93900,82.600,154.908372,-9.806276,4400.00,0.5800,0.60,,WASP-43 b,,565.71400,10.424,3,0,2014-05-14,
469,WASP-44,b,Transit,1,2.42381200,0.034430,0.000000,1.14000,86.590,3.903165,-11.938115,,,,,WASP-44 b,1304,275.55861,10.985,3,0,2016-03-31,
470,WASP-44,b,Transit,1,2.42380390,0.034730,0.000000,0.81100,86.020,3.903165,-11.938115,5410.00,0.9510,0.93,,WASP-44 b,,282.53900,12.778,3,0,2014-05-14,
471,WASP-45,b,Transit,1,3.12608760,0.040540,0.000000,0.85100,84.470,5.237497,-35.998260,5140.00,0.9090,0.94,,WASP-45 b,,320.04100,13.002,3,0,2014-05-14,
472,WASP-46,b,Transit,1,1.43037000,0.024480,0.000000,1.25000,82.630,318.736981,-55.871780,5620.00,0.9560,0.92,,WASP-46 b,,667.73300,14.684,3,0,2014-05-14,
473,WASP-47,b,Transit,4,4.15913990,0.052000,0.110000,0.98400,89.200,331.203047,-12.018885,5350.00,1.0840,1.15,,WASP-47 b,,362.31100,12.890,3,0,2014-05-14,
474,WASP-48,b,Transit,1,2.14363400,0.034440,0.000000,0.27900,80.090,291.162330,55.473160,5920.00,1.1900,1.75,,WASP-48 b,,311.46000,18.719,3,0,2014-05-14,
475,WASP-48,b,Transit,1,2.14363592,0.034400,0.000000,0.26300,80.090,291.162330,55.473160,,,,,WASP-48 b,2035,312.74472,18.719,3,0,2016-03-31,
476,WASP-48,b,Transit,1,2.14363544,0.033200,0.000000,0.41500,81.990,291.162330,55.473160,6000.00,1.0620,1.52,,WASP-48 b,1956,288.00000,15.650,3,0,2015-03-26,
477,WASP-49,b,Transit,1,2.78173870,0.037900,0.000000,0.36300,84.890,91.089427,-16.965294,5600.00,0.9380,0.98,,WASP-49 b,,120.13500,12.498,3,0,2014-05-14,
478,WASP-5,b,Transit,1,1.62843142,0.027020,0.000000,1.22000,85.580,359.348991,-41.277149,,1.0000,1.08,,WASP-5 b,,498.33600,13.081,3,0,2014-10-29,
479,WASP-5,b,Transit,1,1.62842960,0.026830,0.000000,1.62000,85.000,359.348991,-41.277149,5880.00,0.9720,1.03,,WASP-5 b,1753,502.15000,12.218,3,0,2014-10-29,
480,WASP-5,b,Transit,1,1.62842290,0.027090,0.035100,,86.100,359.348991,-41.277149,5700.00,1.0000,1.06,,WASP-5 b,,494.22565,12.778,3,0,2016-01-28,
481,WASP-5,b,Transit,1,1.62842790,0.026700,0.038000,1.64000,86.900,359.348991,-41.277149,5700.00,0.9600,1.03,,WASP-5 b,1706,502.15000,12.184,3,0,2014-10-29,
482,WASP-50,b,Transit,1,1.95509590,0.029450,0.009000,1.27400,84.740,43.688073,-10.898080,5400.00,0.8920,0.84,,WASP-50 b,,466.55500,12.924,3,0,2014-05-14,
483,WASP-52,b,Transit,1,1.74977980,0.027200,0.000000,0.29000,85.350,348.494748,8.761262,5000.00,0.8700,0.79,,WASP-52 b,1315,146.20000,14.240,3,0,2014-05-14,
484,WASP-54,b,Transit,1,3.69364110,0.049870,0.067000,0.18800,84.970,205.454308,-0.128076,6100.00,1.2130,1.83,,WASP-54 b,1759,202.13100,18.528,3,0,2014-05-14,
485,WASP-55,b,Transit,1,4.46563300,0.053300,0.200000,0.34600,89.200,203.758114,-17.503464,5960.00,1.0100,1.06,,WASP-55 b,,181.15500,14.572,3,0,2014-05-14,
486,WASP-56,b,Transit,1,4.61710100,0.054580,0.000000,0.58300,88.500,183.366285,23.055698,5600.00,1.0170,1.11,,WASP-56 b,1216,181.47300,12.240,3,0,2014-05-14,
487,WASP-57,b,Transit,1,2.83897100,0.038600,0.000000,1.16100,88.000,223.820104,-2.057665,5600.00,0.9540,0.84,,WASP-57 b,1251,213.57300,10.267,3,0,2014-05-14,
488,WASP-58,b,Transit,1,5.01718000,0.056100,0.000000,0.45000,87.400,274.701064,45.172016,5800.00,0.9400,1.17,,WASP-58 b,1270,282.86000,15.360,3,0,2014-05-14,
489,WASP-59,b,Transit,1,7.91958500,0.069700,0.100000,2.40000,89.270,349.623126,24.889290,4650.00,0.7190,0.61,,WASP-59 b,670,274.27600,8.687,3,0,2014-05-14,
490,WASP-6,b,Transit,1,3.36100600,0.042100,0.054000,0.35900,88.470,348.157246,-22.673937,5450.00,0.8800,0.87,,WASP-6 b,,160.00000,13.720,3,0,2014-05-14,
491,WASP-6,b,Transit,1,3.36100208,0.041400,0.054000,0.32500,88.380,348.157246,-22.673937,5375.00,0.8360,0.86,,WASP-6 b,1184,154.14755,13.787,3,0,2015-04-16,
492,WASP-60,b,Transit,1,4.30500110,0.053100,0.000000,1.10000,87.900,356.666564,31.155935,5900.00,1.0780,1.14,,WASP-60 b,1320,163.35800,9.640,3,0,2014-05-14,
493,WASP-61,b,Transit,1,3.85590000,0.051400,0.260000,1.42300,89.350,75.299663,-26.054144,6320.00,1.2200,1.36,,WASP-61 b,,654.70200,13.899,3,0,2014-05-14,
494,WASP-62,b,Transit,1,4.41195300,0.056700,0.210000,0.27900,88.300,87.139961,-63.988434,6280.00,1.2500,1.28,,WASP-62 b,,181.15500,15.581,3,0,2014-05-14,
495,WASP-63,b,Transit,1,4.37809000,0.057400,0.220000,0.17300,87.800,94.336431,-38.323257,5570.00,1.3200,1.88,,WASP-63 b,,120.77000,16.029,3,0,2014-05-14,
496,WASP-64,b,Transit,1,1.57329180,0.026480,0.000000,0.82300,86.570,101.115041,-32.858402,5400.00,1.0040,1.06,,WASP-64 b,1689,403.94500,14.247,3,0,2014-05-14,-0.022
497,WASP-65,b,Transit,1,2.31142430,0.033400,0.000000,1.50000,88.800,133.324304,8.523038,5600.00,0.9300,1.01,,WASP-65 b,1480,492.62000,12.464,3,0,2014-05-14,
498,WASP-66,b,Transit,1,4.08605200,0.054600,0.110000,1.14400,85.900,158.224966,-34.989845,6580.00,1.3000,1.75,,WASP-66 b,,737.33500,15.581,3,0,2014-05-14,
499,WASP-67,b,Transit,1,4.61442000,0.051700,0.200000,0.21300,85.800,295.743840,-19.949596,5240.00,0.8700,0.87,,WASP-67 b,,133.48300,15.693,3,0,2014-05-14,
500,WASP-68,b,Transit,1,5.08429800,0.062060,0.000000,0.66500,88.100,305.095785,-19.314680,5911.00,1.2400,1.69,,WASP-68 b,1490,301.93000,13.900,3,0,2014-05-14,0.505
501,WASP-69,b,Transit,1,3.86813820,0.045250,0.000000,0.29100,86.710,315.025778,-5.094404,4715.00,0.8260,0.81,,WASP-69 b,963,82.63200,9.113,3,0,2014-10-15,
502,WASP-7,b,Transit,1,4.95465800,0.061800,0.000000,0.54500,89.600,311.042609,-39.225273,6400.00,,,,WASP-7 b,,305.10400,14.908,3,0,2014-05-14,
503,WASP-70 A,b,Transit,1,3.71302030,0.048530,0.000000,0.49900,87.120,315.476951,-13.433218,5763.00,1.1060,1.22,,WASP-70 A b,1387,187.51200,13.047,3,0,2014-10-15,
504,WASP-71,b,Transit,1,2.90367470,0.046190,0.000000,0.94000,84.900,29.263338,0.758834,6059.00,1.5590,2.26,,WASP-71 b,2049,712.54500,16.370,3,0,2014-05-14,
505,WASP-72,b,Transit,1,2.21674210,0.037080,0.000000,0.96000,81.600,41.039999,-30.169039,6250.00,1.3860,1.98,,WASP-72 b,2210,491.37630,14.240,3,0,2014-05-14,0.724
506,WASP-73,b,Transit,1,4.08722000,0.055120,0.000000,1.59600,87.400,319.949610,-58.148876,6036.00,1.3400,2.07,,WASP-73 b,1790,597.50000,13.002,3,0,2014-05-14,0.716
507,WASP-74,b,Transit,1,2.13775000,0.037000,0.000000,0.33000,79.810,304.538823,-1.075676,5970.00,1.4800,1.64,,WASP-74 b,1910,301.93850,17.486,3,0,2015-07-09,
508,WASP-75,b,Transit,1,2.48419300,0.037500,0.000000,0.69000,82.000,342.385707,-10.675560,6100.00,1.1400,1.26,,WASP-75 b,1710,340.06000,14.235,3,0,2014-05-14,
509,WASP-76,b,Transit,1,1.80988600,0.033000,0.000000,0.20100,88.000,26.632746,2.700539,6250.00,1.4600,1.73,,WASP-76 b,2160,292.40360,20.512,3,0,2016-01-21,
510,WASP-77 A,b,Transit,1,1.40000000,0.024000,0.000000,1.30000,,37.155115,-7.060681,5500.00,,,,WASP-77 A b,1650,572.10000,13.500,3,0,2015-02-12,
511,WASP-77 A,b,Transit,1,1.36003060,0.023960,0.000000,1.23400,89.400,37.155115,-7.060681,,,,,WASP-77 A b,1674,559.38080,13.563,3,0,2016-03-31,
512,WASP-77 A,b,Transit,1,1.36003090,0.024000,0.000000,1.33000,89.400,37.155115,-7.060681,5500.00,1.0020,0.95,,WASP-77 A b,,559.36000,13.560,3,0,2014-05-14,
513,WASP-78,b,Transit,1,2.17517632,0.036200,0.000000,0.23940,83.200,63.756240,-22.116434,6100.00,1.1700,1.60,,WASP-78 b,,282.85700,19.055,3,0,2014-05-14,
514,WASP-79,b,Transit,1,3.66238660,0.053500,0.000000,0.13000,83.300,66.370903,-30.600445,6600.00,1.3800,1.53,,WASP-79 b,1900,286.03000,23.430,3,0,2014-05-14,
515,WASP-8,b,Transit,2,8.20000000,0.080000,0.300000,2.60000,,359.900292,-35.031391,5600.00,,,,WASP-8 b,950,699.20000,11.200,3,0,2015-02-12,
516,WASP-8,b,Transit,2,8.15871500,0.080100,0.310000,,88.550,359.900292,-35.031391,5600.00,1.0300,0.94,,WASP-8 b,,713.18000,11.635,3,0,2014-05-14,
517,WASP-80,b,Transit,1,3.10000000,0.034000,0.000000,0.73000,,303.167407,-2.144208,4150.00,,,,WASP-80 b,800,174.80000,10.650,3,0,2015-02-12,
518,WASP-80,b,Transit,1,3.06785040,0.034600,0.070000,0.73700,89.920,303.167407,-2.144208,4145.00,0.5700,0.57,,WASP-80 b,,176.07000,10.671,3,0,2014-05-14,
