rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate
845,Kepler-1078,b,Transit,1,3.00725242,,,,,,0.170,,0,1,0,1,19h32m48.14s,293.200589,+43d03m00.1s,43.050037,1215.00,15.620,Kepler-band,5612.00,0.94,0.92,2016-05-10
846,Kepler-1079,b,Transit,1,13.24503188,,,,,,0.145,,0,1,0,1,19h58m11.88s,299.549499,+45d46m11.1s,45.769753,481.00,12.584,Kepler-band,5758.00,1.08,1.36,2016-05-10
847,Kepler-108,b,Transit,2,49.18392100,0.292000,,,,,0.772,,0,1,0,1,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,,12.654,Kepler-band,5854.00,0.87,2.19,2014-05-14
848,Kepler-108,c,Transit,2,190.32349400,0.721000,,,,,0.730,,0,1,0,1,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,,12.654,Kepler-band,5854.00,0.87,2.19,2014-05-14
849,Kepler-1080,b,Transit,1,77.25483960,,,,,,0.293,,0,1,0,1,19h45m51.49s,296.464522,+49d10m58.5s,49.182915,688.00,13.754,Kepler-band,5956.00,1.10,1.16,2016-05-10
850,Kepler-1081,b,Transit,1,3.85691855,,,,,,0.090,,0,1,0,1,19h17m46.68s,289.444520,+41d19m03.9s,41.317757,425.00,13.746,Kepler-band,5345.00,0.88,0.84,2016-05-10
851,Kepler-1082,b,Transit,1,1.54320660,,,,,,0.100,,0,1,0,1,19h17m26.08s,289.358672,+50d35m54.5s,50.598484,628.00,13.380,Kepler-band,5923.00,1.03,1.14,2016-05-10
852,Kepler-1083,b,Transit,1,33.41779930,,,,,,0.300,,0,1,0,1,18h52m38.87s,283.161951,+45d11m53.9s,45.198315,912.00,15.824,Kepler-band,5049.00,0.81,0.77,2016-05-10
853,Kepler-1084,b,Transit,1,2.05333679,,,,,,0.099,,0,1,0,1,19h20m24.47s,290.101971,+48d15m04.1s,48.251137,427.00,12.217,Kepler-band,6113.00,1.12,1.28,2016-05-10
854,Kepler-1085,b,Transit,1,219.32175280,,,,,,0.644,,0,1,0,1,19h09m54.64s,287.477648,+46d08m28.3s,46.141186,1518.00,15.273,Kepler-band,6000.00,1.11,1.14,2016-05-10
855,Kepler-1086,b,Transit,2,18.78425728,,,,,,0.218,,0,1,0,1,19h41m00.28s,295.251155,+45d50m34.7s,45.842972,464.00,15.561,Kepler-band,4350.00,0.70,0.66,2016-05-10
856,Kepler-1086,c,Transit,2,161.51633450,,,,,,0.262,,0,1,0,1,19h41m00.28s,295.251155,+45d50m34.7s,45.842972,464.00,15.561,Kepler-band,4350.00,0.70,0.66,2016-05-10
857,Kepler-1087,b,Transit,1,0.69384285,,,,,,0.054,,0,1,0,1,19h39m54.92s,294.978825,+46d00m20.4s,46.005653,354.00,12.953,Kepler-band,5589.00,0.96,0.94,2016-05-10
858,Kepler-1088,b,Transit,1,23.12748644,,,,,,0.127,,0,1,0,1,18h46m14.75s,281.561453,+42d27m01.8s,42.450504,300.00,11.863,Kepler-band,5975.00,1.08,1.08,2016-05-10
859,Kepler-1089,b,Transit,1,5.13248562,,,,,,0.163,,0,1,0,1,19h24m22.26s,291.092742,+49d11m24.2s,49.190059,227.00,15.535,Kepler-band,3753.00,0.52,0.49,2016-05-10
860,Kepler-109,b,Transit,2,6.48163000,,,,0.00400,Mass,0.211,0.30000,0,1,0,1,19h21m34.25s,290.392721,+40d17m05.5s,40.284875,,12.365,Kepler-band,5952.00,1.04,1.32,2014-05-14
861,Kepler-109,c,Transit,2,21.22270000,,,,0.00700,Mass,0.225,0.65000,0,1,0,1,19h21m34.25s,290.392721,+40d17m05.5s,40.284875,,12.365,Kepler-band,5952.00,1.04,1.32,2014-05-14
862,Kepler-1090,b,Transit,1,198.68017900,,,,,,0.201,,0,1,0,1,19h42m39.09s,295.662872,+44d31m33.0s,44.525845,702.00,15.001,Kepler-band,5321.00,0.86,0.82,2016-05-10
863,Kepler-1091,b,Transit,1,1.43474156,,,,,,0.130,,0,1,0,1,19h59m08.51s,299.785465,+43d40m14.7s,43.670753,915.00,14.691,Kepler-band,5851.00,1.01,1.03,2016-05-10
864,Kepler-1092,b,Transit,1,58.60179250,,,,,,0.185,,0,1,0,1,19h50m53.55s,297.723140,+47d06m45.6s,47.112659,914.00,14.649,Kepler-band,5862.00,0.99,1.00,2016-05-10
865,Kepler-1093,b,Transit,2,25.08246260,,,,,,0.174,,0,1,0,1,18h59m54.72s,284.978013,+41d25m12.6s,41.420166,848.00,13.838,Kepler-band,6166.00,1.13,1.20,2016-05-10
866,Kepler-1093,c,Transit,2,89.72229200,,,,,,0.175,,0,1,0,1,18h59m54.72s,284.978013,+41d25m12.6s,41.420166,848.00,13.838,Kepler-band,6166.00,1.13,1.20,2016-05-10
867,Kepler-1094,b,Transit,1,78.10002310,,,,,,0.284,,0,1,0,1,19h29m12.30s,292.301253,+38d16m01.3s,38.267041,1371.00,14.999,Kepler-band,6112.00,1.14,1.21,2016-05-10
868,Kepler-1095,b,Transit,1,4.27103091,,,,,,0.108,,0,1,0,1,19h33m02.99s,293.262447,+41d21m54.4s,41.365114,758.00,14.553,Kepler-band,5658.00,0.94,0.92,2016-05-10
869,Kepler-1096,b,Transit,1,2.89221751,,,,,,0.111,,0,1,0,1,19h38m50.25s,294.709380,+45d58m10.2s,45.969501,344.00,15.068,Kepler-band,4306.00,0.66,0.63,2016-05-10
870,Kepler-1097,b,Transit,1,187.74702900,,,,,,0.291,,0,1,0,1,18h46m22.60s,281.594148,+42d35m47.1s,42.596416,738.00,15.206,Kepler-band,5211.00,0.82,0.79,2016-05-10
871,Kepler-1098,b,Transit,1,2.54307286,,,,,,0.116,,0,1,0,1,19h42m00.65s,295.502705,+43d13m58.1s,43.232796,876.00,14.736,Kepler-band,5794.00,0.99,0.99,2016-05-10
872,Kepler-1099,b,Transit,1,2.16845259,,,,,,0.252,,0,1,0,1,19h14m59.99s,288.749962,+48d16m37.8s,48.277176,1209.00,15.141,Kepler-band,5837.00,1.01,1.00,2016-05-10
873,Kepler-11,b,Transit,6,10.30390000,0.091000,0.045000,89.640,0.00600,Mass,0.161,1.72000,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613.00,14.200,V (Johnson),5663.00,0.96,1.06,2014-05-14
874,Kepler-11,c,Transit,6,13.02410000,0.107000,0.026000,89.590,0.00900,Mass,0.256,0.66000,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613.00,14.200,V (Johnson),5663.00,0.96,1.06,2014-05-14
875,Kepler-11,d,Transit,6,22.68450000,0.155000,0.004000,89.670,0.02300,Mass,0.278,1.28000,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613.00,14.200,V (Johnson),5663.00,0.96,1.06,2014-05-14
876,Kepler-11,e,Transit,6,31.99960000,0.195000,0.012000,88.890,0.02500,Mass,0.374,0.58000,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613.00,14.200,V (Johnson),5663.00,0.96,1.06,2014-05-14
877,Kepler-11,f,Transit,6,46.68880000,0.250000,0.013000,89.470,0.00600,Mass,0.222,0.69000,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613.00,14.200,V (Johnson),5663.00,0.96,1.06,2014-05-14
878,Kepler-11,g,Transit,6,118.38070000,0.466000,0.150000,89.870,0.07900,Mass,0.297,4.00000,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613.00,14.200,V (Johnson),5663.00,0.96,1.06,2014-05-14
879,Kepler-110,b,Transit,2,12.69111200,0.107000,,,,,0.163,,0,1,0,1,19h31m42.99s,292.929133,+48d36m10.1s,48.602814,,12.935,Kepler-band,5960.00,,1.15,2014-05-14
880,Kepler-110,c,Transit,2,31.71977500,0.198000,,,,,0.197,,0,1,0,1,19h31m42.99s,292.929133,+48d36m10.1s,48.602814,,12.935,Kepler-band,5960.00,,1.15,2014-05-14
881,Kepler-1100,b,Transit,1,6.42200058,,,,,,0.156,,0,1,0,1,19h27m29.13s,291.871356,+44d05m14.6s,44.087376,940.00,13.862,Kepler-band,6247.00,1.21,1.34,2016-05-10
882,Kepler-1101,b,Transit,1,81.31510590,,,,,,0.220,,0,1,0,1,19h38m16.65s,294.569379,+45d40m16.5s,45.671257,897.00,15.111,Kepler-band,5614.00,0.94,0.91,2016-05-10
883,Kepler-1102,b,Transit,1,51.32856230,,,,,,0.237,,0,1,0,1,18h45m17.42s,281.322565,+48d03m59.4s,48.066505,986.00,14.955,Kepler-band,5724.00,0.96,0.94,2016-05-10
884,Kepler-1103,b,Transit,1,19.79191978,,,,,,0.203,,0,1,0,1,19h09m31.70s,287.382090,+49d27m08.6s,49.452396,921.00,14.090,Kepler-band,6092.00,1.11,1.15,2016-05-10
885,Kepler-1104,b,Transit,1,5.03728015,,,,,,0.110,,0,1,0,1,19h37m52.45s,294.468554,+49d19m51.7s,49.331024,516.00,12.189,Kepler-band,6417.00,1.30,1.41,2016-05-10
886,Kepler-1105,b,Transit,1,4.42157218,,,,,,0.179,,0,1,0,1,18h44m26.82s,281.111771,+42d27m17.8s,42.454931,369.00,15.180,Kepler-band,4299.00,0.71,0.68,2016-05-10
887,Kepler-1106,b,Transit,1,1.25275217,,,,,,0.147,,0,1,0,1,19h24m34.85s,291.145201,+44d03m45.2s,44.062546,1168.00,14.690,Kepler-band,6104.00,1.11,1.17,2016-05-10
888,Kepler-1107,b,Transit,1,0.57103852,,,,,,0.120,,0,1,0,1,19h24m11.98s,291.049927,+39d08m30.0s,39.141674,457.00,14.098,Kepler-band,5268.00,0.86,0.82,2016-05-10
889,Kepler-1108,b,Transit,1,4.51005748,,,,,,0.130,,0,1,0,1,19h44m10.16s,296.042339,+45d59m06.5s,45.985146,764.00,14.979,Kepler-band,5406.00,0.88,0.84,2016-05-10
890,Kepler-1109,b,Transit,1,37.64673840,,,,,,0.195,,0,1,0,1,19h26m35.10s,291.646244,+39d23m47.8s,39.396624,797.00,14.288,Kepler-band,5893.00,1.05,1.06,2016-05-10
891,Kepler-111,b,Transit,2,3.34181500,0.046000,,,,,0.141,,1,1,0,1,19h26m36.76s,291.653170,+44d41m17.8s,44.688274,,13.492,Kepler-band,5952.00,,1.16,2014-05-14
892,Kepler-111,c,Transit,2,224.78460800,0.761000,,,,,0.651,,1,1,0,1,19h26m36.76s,291.653170,+44d41m17.8s,44.688274,,13.492,Kepler-band,5952.00,,1.16,2014-05-14
893,Kepler-1110,b,Transit,1,9.69312032,,,,,,0.237,,0,1,0,1,19h27m13.93s,291.808022,+38d37m21.7s,38.622703,726.00,15.914,Kepler-band,4781.00,0.73,0.70,2016-05-10
894,Kepler-1111,b,Transit,1,8.79617863,,,,,,0.178,,0,1,0,1,19h41m51.21s,295.463372,+45d48m45.9s,45.812744,1142.00,15.159,Kepler-band,6077.00,1.10,1.15,2016-05-10
895,Kepler-1112,b,Transit,1,14.36267939,,,,,,0.269,,0,1,0,1,19h47m52.52s,296.968815,+47d45m05.4s,47.751488,1734.00,14.612,Kepler-band,6496.00,1.34,1.54,2016-05-10
896,Kepler-1113,b,Transit,1,42.30049540,,,,,,0.251,,0,1,0,1,19h17m37.61s,289.406695,+39d20m19.8s,39.338834,1127.00,14.766,Kepler-band,5931.00,1.12,1.17,2016-05-10
897,Kepler-1114,b,Transit,1,14.97435694,,,,,,0.120,,0,1,0,1,19h56m56.86s,299.236933,+45d50m04.9s,45.834698,427.00,13.747,Kepler-band,5374.00,0.87,0.83,2016-05-10
898,Kepler-1115,b,Transit,1,23.55407250,,,,,,0.152,,0,1,0,1,19h39m58.03s,294.991772,+40d08m39.9s,40.144409,935.00,11.980,Kepler-band,8480.00,1.60,1.73,2016-05-10
899,Kepler-1116,b,Transit,1,41.69778270,,,,,,0.227,,0,1,0,1,19h27m44.08s,291.933655,+44d06m55.8s,44.115505,1017.00,15.265,Kepler-band,5641.00,0.95,0.93,2016-05-10
900,Kepler-1117,b,Transit,1,4.79028459,,,,,,0.099,,0,1,0,1,19h28m20.35s,292.084780,+49d14m14.9s,49.237480,619.00,14.102,Kepler-band,5612.00,0.95,0.93,2016-05-10
901,Kepler-1118,b,Transit,1,38.67150750,,,,,,0.244,,0,1,0,1,19h59m51.76s,299.965664,+44d09m39.2s,44.160896,818.00,14.940,Kepler-band,5688.00,0.96,0.97,2016-05-10
902,Kepler-1119,b,Transit,1,8.32651530,,,,,,0.171,,0,1,0,1,19h48m04.59s,297.019131,+44d19m39.1s,44.327522,1288.00,15.060,Kepler-band,6083.00,1.11,1.17,2016-05-10
903,Kepler-112,b,Transit,2,8.40887800,0.076000,,,,,0.211,,0,1,0,1,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,,13.771,Kepler-band,5544.00,,0.84,2014-05-14
904,Kepler-112,c,Transit,2,28.57426300,0.172000,,,,,0.214,,0,1,0,1,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,,13.771,Kepler-band,5544.00,,0.84,2014-05-14
905,Kepler-1120,b,Transit,1,2.94902905,,,,,,0.123,,0,1,0,1,19h23m39.48s,290.914483,+42d17m11.7s,42.286579,635.00,15.333,Kepler-band,4904.00,0.78,0.74,2016-05-10
906,Kepler-1121,b,Transit,1,13.15141081,,,,,,0.170,,0,1,0,1,19h51m08.79s,297.786606,+47d53m10.1s,47.886127,529.00,12.071,Kepler-band,6231.00,1.29,1.59,2016-05-10
907,Kepler-1122,b,Transit,1,42.19173570,,,,,,0.182,,0,1,0,1,19h13m07.33s,288.280535,+46d20m27.3s,46.340904,924.00,15.060,Kepler-band,5544.00,0.92,0.89,2016-05-10
908,Kepler-1123,b,Transit,1,4.33946454,,,,,,0.149,,0,1,0,1,19h38m04.24s,294.517667,+50d40m13.4s,50.670399,796.00,14.822,Kepler-band,5500.00,0.93,0.90,2016-05-10
909,Kepler-1124,b,Transit,1,2.85234897,,,,,,0.114,,0,1,0,1,19h06m22.63s,286.594273,+37d53m28.6s,37.891266,177.00,15.959,Kepler-band,3658.00,0.35,0.34,2016-05-10
910,Kepler-1125,b,Transit,1,17.67006420,,,,,,0.164,,0,1,0,1,19h41m55.49s,295.481223,+40d43m55.1s,40.731980,910.00,14.874,Kepler-band,5683.00,0.95,0.94,2016-05-10
911,Kepler-1126,b,Transit,1,108.59332900,,,,,,0.154,,0,1,0,1,19h02m46.08s,285.691992,+45d41m21.8s,45.689396,668.00,14.033,Kepler-band,5798.00,0.92,0.93,2016-05-10
912,Kepler-1127,b,Transit,1,5.12330347,,,,,,0.175,,0,1,0,1,19h32m52.17s,293.217384,+42d43m14.5s,42.720707,996.00,15.162,Kepler-band,5664.00,0.97,0.95,2016-05-10
913,Kepler-1128,b,Transit,1,61.61781670,,,,,,0.326,,0,1,0,1,19h32m15.20s,293.063338,+39d24m12.4s,39.403444,1163.00,15.722,Kepler-band,5543.00,0.94,0.91,2016-05-10
914,Kepler-1129,b,Transit,2,24.33978040,,,,,,0.264,,0,1,0,1,19h26m25.08s,291.604495,+41d18m33.7s,41.309361,1258.00,15.280,Kepler-band,5831.00,1.00,1.00,2016-05-10
915,Kepler-1129,c,Transit,2,76.53695860,,,,,,0.244,,0,1,0,1,19h26m25.08s,291.604495,+41d18m33.7s,41.309361,1258.00,15.280,Kepler-band,5831.00,1.00,1.00,2016-05-10
916,Kepler-113,b,Transit,2,4.75400000,,,,0.03700,Mass,0.162,10.73000,0,1,0,1,19h11m59.49s,287.997883,+50d56m39.6s,50.944332,,13.461,Kepler-band,4725.00,0.75,0.69,2014-05-14
917,Kepler-113,c,Transit,2,8.92507000,,,,0.02700,Mass,0.194,,0,1,0,1,19h11m59.49s,287.997883,+50d56m39.6s,50.944332,,13.461,Kepler-band,4725.00,0.75,0.69,2014-05-14
918,Kepler-1130,b,Transit,1,5.45298175,,,,,,0.071,,0,1,0,1,19h00m49.80s,285.207485,+45d23m03.7s,45.384350,234.00,12.404,Kepler-band,5403.00,0.90,0.81,2016-05-10
919,Kepler-1131,b,Transit,1,3.53232449,,,,,,0.142,,0,1,0,1,19h42m36.36s,295.651494,+49d15m40.7s,49.261295,1109.00,14.972,Kepler-band,5851.00,1.03,1.04,2016-05-10
920,Kepler-1132,b,Transit,1,62.89162280,,,,,,0.210,,0,1,0,1,19h05m28.19s,286.367463,+48d25m26.2s,48.423935,940.00,15.481,Kepler-band,5298.00,0.87,0.83,2016-05-10
921,Kepler-1133,b,Transit,1,11.55562343,,,,,,0.176,,0,1,0,1,19h33m17.38s,293.322404,+42d52m02.9s,42.867470,821.00,14.816,Kepler-band,5569.00,0.93,0.90,2016-05-10
922,Kepler-1134,b,Transit,1,17.13263989,,,,,,0.236,,0,1,0,1,19h42m16.32s,295.567982,+42d28m41.8s,42.478287,997.00,15.842,Kepler-band,5281.00,0.84,0.81,2016-05-10
923,Kepler-1135,b,Transit,1,76.95785700,,,,,,0.165,,0,1,0,1,19h04m00.71s,286.002968,+44d45m23.7s,44.756592,728.00,14.353,Kepler-band,5656.00,0.96,0.94,2016-05-10
924,Kepler-1136,b,Transit,1,2.36172433,,,,,,0.146,,0,1,0,1,18h56m25.87s,284.107796,+44d14m44.9s,44.245808,545.00,15.658,Kepler-band,4512.00,0.72,0.68,2016-05-10
925,Kepler-1137,b,Transit,1,23.92107910,,,,,,0.196,,0,1,0,1,19h08m31.27s,287.130272,+48d39m55.3s,48.665375,971.00,12.768,Kepler-band,6807.00,1.50,1.84,2016-05-10
926,Kepler-1138,b,Transit,1,3.17060005,,,,,,0.152,,0,1,0,1,19h03m35.82s,285.899242,+48d18m26.3s,48.307301,1101.00,15.353,Kepler-band,5582.00,0.95,0.92,2016-05-10
927,Kepler-1139,b,Transit,1,0.81316672,,,,,,0.106,,0,1,0,1,19h11m46.95s,287.945617,+39d13m50.0s,39.230568,555.00,14.113,Kepler-band,5550.00,0.94,0.91,2016-05-10
928,Kepler-114,b,Transit,3,5.18854900,0.053000,,,,,0.112,,0,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,13.738,Kepler-band,4605.00,0.56,0.67,2014-05-14
929,Kepler-114,c,Transit,3,8.04100000,,,,0.00900,Mass,0.143,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,13.738,Kepler-band,4605.00,0.56,0.67,2014-05-14
930,Kepler-114,d,Transit,3,11.77600000,,,,0.01200,Mass,0.226,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,13.738,Kepler-band,4605.00,0.56,0.67,2014-05-14
931,Kepler-1140,b,Transit,1,24.08627070,,,,,,0.247,,0,1,0,1,18h46m46.56s,281.693981,+46d56m47.2s,46.946449,657.00,15.464,Kepler-band,4850.00,0.76,0.73,2016-05-10
932,Kepler-1141,b,Transit,1,2.34451194,,,,,,0.073,,0,1,0,1,19h22m10.47s,290.543645,+47d43m33.2s,47.725880,365.00,12.589,Kepler-band,5791.00,1.01,1.07,2016-05-10
933,Kepler-1142,b,Transit,1,18.30272480,,,,,,0.131,,0,1,0,1,19h30m51.46s,292.714435,+44d04m56.4s,44.082336,697.00,14.310,Kepler-band,5685.00,0.97,0.96,2016-05-10
934,Kepler-1143,b,Transit,2,2.88890485,,,,,,0.149,,0,1,0,1,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632.00,15.195,Kepler-band,5053.00,0.81,0.77,2016-05-10
935,Kepler-1143,c,Transit,2,210.63059100,,,,,,0.321,,0,1,0,1,19h09m12.68s,287.302821,+39d17m22.9s,39.289688,632.00,15.195,Kepler-band,5053.00,0.81,0.77,2016-05-10
936,Kepler-1144,b,Transit,1,17.14647302,,,,,,0.178,,0,1,0,1,19h20m10.39s,290.043293,+47d15m28.7s,47.257977,1012.00,14.941,Kepler-band,5753.00,0.98,0.96,2016-05-10
937,Kepler-1145,b,Transit,1,3.97076766,,,,,,0.125,,0,1,0,1,19h41m13.96s,295.308161,+43d02m39.9s,43.044415,714.00,15.443,Kepler-band,5064.00,0.79,0.75,2016-05-10
938,Kepler-1146,b,Transit,1,2.35226580,,,,,,0.110,,0,1,0,1,19h06m51.99s,286.716626,+47d25m32.3s,47.425633,694.00,15.848,Kepler-band,4692.00,0.74,0.70,2016-05-10
939,Kepler-1147,b,Transit,1,10.62784997,,,,,,0.233,,0,1,0,1,19h30m11.41s,292.547537,+41d38m34.6s,41.642956,1476.00,15.401,Kepler-band,5941.00,1.09,1.14,2016-05-10
940,Kepler-1148,b,Transit,1,1.10446351,,,,,,0.151,,0,1,0,1,19h23m48.85s,290.953557,+45d43m10.3s,45.719536,682.00,15.277,Kepler-band,5054.00,0.81,0.77,2016-05-10
941,Kepler-1149,b,Transit,1,3.73089898,,,,,,0.128,,0,1,0,1,19h36m45.42s,294.189260,+45d09m05.7s,45.151577,1023.00,14.966,Kepler-band,5833.00,1.02,1.01,2016-05-10
942,Kepler-115,b,Transit,2,2.40367900,0.036000,,,,,0.097,,0,1,0,1,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,,13.431,Kepler-band,5979.00,1.00,1.21,2014-05-14
943,Kepler-115,c,Transit,2,8.99088900,0.087000,,,,,0.232,,0,1,0,1,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,,13.431,Kepler-band,5979.00,1.00,1.21,2014-05-14
944,Kepler-1150,b,Transit,1,2.78786839,,,,,,0.091,,0,1,0,1,19h46m53.88s,296.724492,+49d31m57.8s,49.532715,373.00,14.435,Kepler-band,4754.00,0.76,0.72,2016-05-10
945,Kepler-1151,b,Transit,1,65.64784240,,,,,,0.198,,0,1,0,1,19h28m59.47s,292.247793,+47d52m42.4s,47.878452,763.00,14.872,Kepler-band,5470.00,0.88,0.85,2016-05-10
946,Kepler-1152,b,Transit,1,1.64680191,,,,,,0.078,,0,1,0,1,19h21m44.17s,290.434033,+44d06m27.5s,44.107651,184.00,14.634,Kepler-band,3964.00,0.55,0.53,2016-05-10
947,Kepler-1153,b,Transit,1,1.75583533,,,,,,0.154,,0,1,0,1,19h16m35.33s,289.147217,+45d51m58.2s,45.866181,1185.00,15.758,Kepler-band,5470.00,0.91,0.88,2016-05-10
948,Kepler-1154,b,Transit,2,5.18561420,,,,,,0.209,,0,1,0,1,19h49m54.51s,297.477127,+39d52m38.1s,39.877247,1531.00,14.806,Kepler-band,6327.00,1.26,1.43,2016-05-10
949,Kepler-1154,c,Transit,2,8.45808312,,,,,,0.211,,0,1,0,1,19h49m54.51s,297.477127,+39d52m38.1s,39.877247,1531.00,14.806,Kepler-band,6327.00,1.26,1.43,2016-05-10
950,Kepler-1155,b,Transit,1,33.46974300,,,,,,0.181,,0,1,0,1,19h15m16.94s,288.820587,+39d31m22.2s,39.522827,987.00,14.740,Kepler-band,5842.00,1.03,1.03,2016-05-10
951,Kepler-1156,b,Transit,1,11.89520511,,,,,,0.118,,0,1,0,1,19h15m41.77s,288.924024,+46d03m27.5s,46.057632,759.00,14.152,Kepler-band,5778.00,1.00,1.00,2016-05-10
952,Kepler-1157,b,Transit,1,4.45743164,,,,,,0.097,,0,1,0,1,18h52m29.05s,283.121049,+43d31m32.3s,43.525642,346.00,14.374,Kepler-band,4679.00,0.76,0.71,2016-05-10
953,Kepler-1158,b,Transit,1,13.53962930,,,,,,0.209,,0,1,0,1,19h28m56.15s,292.233946,+41d34m30.8s,41.575213,1258.00,13.628,Kepler-band,6203.00,1.41,1.95,2016-05-10
954,Kepler-1159,b,Transit,1,22.70816791,,,,,,0.211,,0,1,0,1,19h37m03.92s,294.266335,+45d12m15.5s,45.204315,1238.00,14.574,Kepler-band,6217.00,1.19,1.28,2016-05-10
955,Kepler-116,b,Transit,2,5.96873400,0.069000,,,,,0.305,,0,1,0,1,19h38m58.10s,294.742070,+43d32m12.6s,43.536835,,13.717,Kepler-band,6142.00,1.16,1.45,2014-05-14
956,Kepler-116,c,Transit,2,13.07163000,0.116000,,,,,0.205,,0,1,0,1,19h38m58.10s,294.742070,+43d32m12.6s,43.536835,,13.717,Kepler-band,6142.00,1.16,1.45,2014-05-14
957,Kepler-1160,b,Transit,1,7.97034958,,,,,,0.191,,0,1,0,1,19h11m31.05s,287.879384,+43d21m50.7s,43.364075,1293.00,15.833,Kepler-band,5519.00,0.92,0.89,2016-05-10
958,Kepler-1161,b,Transit,1,10.71252541,,,,,,0.190,,0,1,0,1,19h56m18.50s,299.077103,+45d26m26.3s,45.440640,428.00,15.813,Kepler-band,4253.00,0.59,0.57,2016-05-10
959,Kepler-1162,b,Transit,1,32.56370690,,,,,,0.197,,0,1,0,1,18h53m10.11s,283.292130,+45d26m02.8s,45.434116,989.00,15.480,Kepler-band,5390.00,0.89,0.84,2016-05-10
960,Kepler-1163,b,Transit,1,6.11786898,,,,,,0.092,,0,1,0,1,19h20m56.60s,290.235843,+50d01m48.3s,50.030087,487.00,12.168,Kepler-band,6302.00,1.22,1.35,2016-05-10
961,Kepler-1164,b,Transit,1,3.97599768,,,,,,0.100,,0,1,0,1,19h10m07.11s,287.529634,+38d53m40.2s,38.894513,447.00,14.110,Kepler-band,5183.00,0.85,0.79,2016-05-10
962,Kepler-1165,b,Transit,1,9.47852200,,,,,,0.138,,0,1,0,1,19h07m53.10s,286.971267,+44d42m29.9s,44.708302,1081.00,14.456,Kepler-band,6080.00,1.13,1.18,2016-05-10
963,Kepler-1166,b,Transit,1,33.24068820,,,,,,0.151,,0,1,0,1,19h21m23.64s,290.348519,+50d54m10.3s,50.902855,648.00,14.477,Kepler-band,5446.00,0.90,0.86,2016-05-10
964,Kepler-1167,b,Transit,1,1.00393374,,,,,,0.153,,0,1,0,1,19h53m12.65s,298.302714,+47d41m38.5s,47.694023,811.00,15.942,Kepler-band,4971.00,0.79,0.75,2016-05-10
965,Kepler-1168,b,Transit,1,55.82265390,,,,,,0.223,,0,1,0,1,19h09m11.45s,287.297694,+47d27m19.6s,47.455437,911.00,15.624,Kepler-band,5157.00,0.87,0.82,2016-05-10
966,Kepler-1169,b,Transit,1,6.11009134,,,,,,0.084,,0,1,0,1,19h39m38.78s,294.911573,+46d29m29.3s,46.491463,538.00,12.716,Kepler-band,6191.00,1.24,1.23,2016-05-10
967,Kepler-117,b,Transit,2,18.79592280,0.144500,0.049300,88.740,0.09400,Mass,0.719,0.30000,0,1,0,1,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,1430.00,14.274,Kepler-band,6150.00,1.13,1.61,2014-11-19
968,Kepler-117,c,Transit,2,50.79039100,0.280400,0.032300,89.640,1.84000,Mass,1.101,1.74000,0,1,0,1,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,1430.00,14.274,Kepler-band,6150.00,1.13,1.61,2014-11-19
969,Kepler-1170,b,Transit,1,9.98969327,,,,,,0.215,,0,1,0,1,19h28m40.46s,292.168580,+43d46m46.8s,43.779675,911.00,15.909,Kepler-band,5069.00,0.80,0.76,2016-05-10
970,Kepler-1171,b,Transit,1,1.44259224,,,,,,0.228,,0,1,0,1,19h39m50.14s,294.958925,+38d35m29.7s,38.591578,615.00,11.558,Kepler-band,7044.00,1.58,1.95,2016-05-10
971,Kepler-1172,b,Transit,1,26.02044230,,,,,,0.285,,0,1,0,1,19h21m53.88s,290.474507,+37d45m59.8s,37.766598,1292.00,15.889,Kepler-band,5558.00,0.92,0.89,2016-05-10
972,Kepler-1173,b,Transit,1,0.76985360,,,,,,0.079,,0,1,0,1,19h32m31.46s,293.131095,+45d39m48.8s,45.663548,402.00,13.829,Kepler-band,5252.00,0.86,0.82,2016-05-10
